Postcode,Regionname,Suburb,Type,Rooms,Bathroom,BuildingArea,YearBuilt,Price,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_price_median,airbnb_weekly_price_mean,airbnb_monthly_price_mean
3067.0,Northern Metropolitan,Abbotsford,h,3,1.0,124.0,1950.0,1290000.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3067.0,Northern Metropolitan,Abbotsford,u,1,1.0,50.0,2013.0,470000.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3067.0,Northern Metropolitan,Abbotsford,h,2,1.0,91.0,1900.0,1180000.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3067.0,Northern Metropolitan,Abbotsford,h,3,2.0,128.0,1998.0,1195000.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3067.0,Northern Metropolitan,Abbotsford,h,2,1.0,82.0,1900.0,1012500.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3067.0,Northern Metropolitan,Abbotsford,h,2,1.0,81.0,1930.0,1030000.0,3067.0,116.67460317460318,252.0,100.0,605.1521739130435,2187.032258064516
3042.0,Western Metropolitan,Airport West,t,3,2.0,225.0,2016.0,840000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,145.0,1965.0,730000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,145.0,1965.0,770000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,2,1.0,84.0,1950.0,603000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,t,3,2.0,134.0,2009.0,700000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,116.0,1980.0,600000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,86.0,2011.0,500000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,720000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,4,1.0,127.0,,785000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,6,3.0,186.0,1980.0,725000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,t,2,1.0,90.0,2015.0,450000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,73.0,2013.0,515000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,94.0,2012.0,530000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,105.0,1950.0,805000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,3,1.0,130.0,1993.0,752000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,,,440000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,5,2.0,,,755000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,t,3,2.0,133.0,2009.0,700000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,113.0,1960.0,830000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,,2003.0,462500.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,,,670000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,2,1.0,100.0,1975.0,675000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,174.0,1950.0,1042000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,910000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,3.0,192.0,1980.0,810000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,126.0,1995.0,715000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,790000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,t,3,2.0,101.0,2010.0,540000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,t,3,2.0,102.0,1960.0,825000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,113.0,1975.0,685000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,805000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,u,2,1.0,76.0,,510000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,2.0,,,612000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,662000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,4,3.0,,,978000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,3,1.0,,,720000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,4,1.0,,,765000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3042.0,Western Metropolitan,Airport West,h,4,2.0,146.0,1975.0,900000.0,3042.0,83.97058823529412,34.0,66.5,568.2,1800.75
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,82.0,1900.0,1275000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1455000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,198.0,1890.0,2850000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,133.0,1890.0,1850000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,81.0,1900.0,1436000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,1900.0,1110000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1550000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,4,2.0,180.0,1880.0,2300000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,t,3,2.0,,,1550000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,159.0,1996.0,1800000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,107.0,1900.0,2120000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,,,1800000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,122.0,1900.0,1800000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1810000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,181.0,1880.0,2615000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,5,2.0,,,2100000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,,,1300000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,85.0,2000.0,1370000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1000000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,,,2575000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,98.0,1890.0,1322500.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,83.0,1890.0,1562500.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,147.0,1900.0,2000000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,,1900.0,1900000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,4,3.0,254.0,1910.0,2800000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,u,2,1.0,,,647000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,123.0,1900.0,2100000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,131.0,1890.0,2000000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,u,1,1.0,34.0,1970.0,442500.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1340000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,1.0,,,1801000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,3.0,,,1532000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,4,2.0,145.0,1880.0,2140000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,,,1750000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,2,1.0,68.0,1890.0,980000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,,,2030000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,2.0,134.0,1890.0,1740000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,3,3.0,,,2800000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3206.0,Southern Metropolitan,Albert Park,h,1,1.0,54.0,1900.0,985000.0,3206.0,187.1818181818182,110.0,150.0,1091.0416666666667,3274.777777777778
3078.0,Northern Metropolitan,Alphington,h,4,2.0,263.0,1930.0,2000000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,2.0,,2013.0,1110000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,2.0,,,1492000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,4,2.0,203.0,1925.0,1717500.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,5,4.0,165.0,1910.0,2840000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,u,2,1.0,60.0,1960.0,525500.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,t,2,2.0,140.0,2004.0,805000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,u,2,1.0,,,465000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,3.0,,,2000000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,1.0,,,1540000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,u,2,1.0,,,820000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,4,2.0,112.0,1970.0,1830000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,4,2.0,271.0,2008.0,2100000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,1.0,131.0,2010.0,865000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,u,2,1.0,60.0,1960.0,390000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,t,2,1.0,,,650000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,u,2,1.0,61.0,1965.0,512000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,3,1.0,,,1165000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,4,2.0,272.0,1930.0,1900000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3078.0,Northern Metropolitan,Alphington,h,4,2.0,210.0,1920.0,1950000.0,3078.0,111.20270270270271,74.0,79.0,605.0,2233.875
3018.0,Western Metropolitan,Altona,h,3,2.0,242.0,2015.0,520000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,5,3.0,268.0,2005.0,1525000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,t,2,1.0,125.0,2013.0,720000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,120.0,1930.0,1120000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,4,1.0,,,780000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,1.0,94.0,1955.0,630000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,,,406000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,123.0,1955.0,660000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,683500.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,93.0,1988.0,580000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,22.0,1953.0,1335000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,t,3,2.0,,1997.0,800000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,76.0,1990.0,510000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,4,2.0,,,1070000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,57.0,1980.0,425000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,2.0,,,605000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,t,3,2.0,152.0,,705000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,65.0,1965.0,391000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,,,440000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,4,1.0,130.0,1950.0,845000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,t,3,2.0,176.0,,743000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,2.0,141.0,2014.0,730000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,1960.0,635000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,,,620000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,1.0,77.0,1990.0,447000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,2.0,,,730000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,87.0,1950.0,678000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,2,2.0,76.0,2013.0,580000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,712000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,2.0,136.0,1965.0,840000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,980000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,t,3,2.0,,,605100.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,3.0,,,880000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,2.0,113.0,2007.0,577000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,4,1.0,,,1030000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,1.0,,,605000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,2.0,,,753000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,2,2.0,100.0,1950.0,857000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,1500000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,u,3,2.0,3.0,2014.0,730000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,900000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,3,1.0,,,740000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,4,2.0,,1970.0,931000.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3018.0,Western Metropolitan,Altona,h,2,1.0,91.0,1996.0,535600.0,3018.0,85.62162162162163,37.0,80.0,732.5,1550.5
3025.0,Western Metropolitan,Altona North,h,5,3.0,251.0,1965.0,1085000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,117.0,1970.0,781000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,,,750000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,t,2,1.0,77.0,2009.0,421000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,,,1405000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,167.0,1967.0,683000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,,,623000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,2.0,130.0,2012.0,720000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,118.0,1970.0,588000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,116.0,1960.0,710000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,4,1.0,169.0,1965.0,875000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,h,3,1.0,,,700000.0,3025.0,113.76470588235294,17.0,55.0,,
3025.0,Western Metropolitan,Altona North,t,2,1.0,,1965.0,640000.0,3025.0,113.76470588235294,17.0,55.0,,
